trade_id,timestamp,trader_id,desk,instrument,quantity,price,notional,counterparty,venue,status,anomaly_type,is_flagged
TRD-JWFZ-64879037,2026-06-09 16:46:41,T024,Rates,IN91D,2354,100.0418,235498.4,CP_016,NDS-OM,Settled,,False
TRD-SZQU-82260005,2026-06-10 04:52:50,T010,Rates,IN10Y,391,99.1681,38774.73,CP_010,MCX,Settled,off_hours,True
TRD-RTXR-67210867,2026-06-10 09:18:45,T003,Equities,INFY,115,1624.2413,186787.75,CP_012,NDS-OM,Settled,,False
TRD-CHEJ-33184177,2026-06-10 12:13:47,T016,FX,EUR/INR,251,91.4216,22946.82,CP_009,MSEI,Settled,,False
TRD-DVGE-73414194,2026-06-10 12:52:25,T012,Equities,TCS,197,3441.1407,677904.72,CP_003,OTC,Settled,,False
TRD-MQWZ-23884348,2026-06-10 13:45:11,T001,Credit,RELIANCE_BOND,1378,1015.3731,1399184.13,CP_011,MCX,Settled,,False
TRD-OXMZ-74464445,2026-06-10 16:17:12,T026,Equities,ICICIBANK,792,973.9524,771370.3,CP_004,MCX,Settled,,False
TRD-WEDV-74755384,2026-06-11 09:06:27,T008,Commodities,MCX_CRUDE,1048,6069.3395,6360667.8,CP_003,MCX,Settled,,False
TRD-OTGU-24711229,2026-06-11 14:40:45,T029,Rates,MIBOR,885,7.2681,6432.27,CP_016,OTC,Settled,,False
TRD-ZVJN-41544585,2026-06-11 23:47:53,T023,Rates,IN2Y,493,101.2095,49896.28,CP_003,MCX,Settled,off_hours,True
TRD-KFMJ-16699754,2026-06-12 09:03:50,T011,Equities,ICICIBANK,2285,1029.7009,2352866.56,CP_008,BSE,Settled,,False
TRD-SZBM-85929690,2026-06-12 11:29:47,T020,Equities,HDFCBANK,233,1571.2335,366097.41,CP_012,NDS-OM,Settled,,False
TRD-BGLF-82898895,2026-06-12 12:54:14,T010,Commodities,MCX_COPPER,267,720.4083,192349.02,CP_005,NDS-OM,Pending,,False
TRD-EETW-32615712,2026-06-12 16:04:07,T027,Credit,RELIANCE_BOND,608,1012.5294,615617.88,CP_016,OTC,Settled,,False
TRD-NWRF-44164515,2026-06-12 16:57:10,T024,Credit,RELIANCE_BOND,974,996.5444,970634.25,CP_016,NDS-OM,Settled,,False
TRD-EOOU-24036665,2026-06-13 09:15:13,T003,FX,JPY/INR,3410,0.5758,1963.48,CP_004,OTC,Settled,,False
TRD-SZXP-01619879,2026-06-13 10:53:12,T010,Commodities,MCX_CRUDE,1197,6608.3341,7910175.92,CP_008,MCX,Settled,,False
TRD-PEVH-34091943,2026-06-13 14:06:35,T022,Rates,IN10Y,453,102.289,46336.92,CP_013,MCX,Settled,,False
TRD-UXRT-20947044,2026-06-13 14:23:56,T010,FX,USD/INR,502,83.8055,42070.36,CP_005,NDS-OM,Settled,,False
TRD-NYKW-01457970,2026-06-13 15:12:52,T021,Credit,SBI_BOND,4063,1000.7448,4066026.12,CP_005,OTC,Settled,volume_spike,True
TRD-GFUX-50543234,2026-06-13 16:12:14,T005,Equities,INFY,2335,1671.9063,3903901.21,CP_005,NSE,Settled,,False
TRD-RRFC-74258176,2026-06-14 10:53:05,T003,Credit,SBI_BOND,404,1011.8975,408806.59,CP_014,NSE,Settled,,False
TRD-JVEF-18722908,2026-06-14 13:42:18,T010,Credit,RELIANCE_BOND,1176,1001.9888,1178338.83,CP_008,NSE,Settled,,False
TRD-KMRP-46777107,2026-06-14 13:56:09,T022,Rates,IN2Y,298,100.0636,29818.95,CP_017,BSE,Settled,,False
TRD-XCAY-76718312,2026-06-14 14:59:01,T014,Equities,HDFCBANK,1460,1697.8894,2478918.52,CP_002,NDS-OM,Settled,,False
TRD-OJXK-62885041,2026-06-15 11:03:23,T001,Commodities,MCX_COPPER,690,791.8297,546362.49,CP_014,NSE,Settled,,False
TRD-BAZM-95849829,2026-06-15 14:14:40,T007,Rates,IN2Y,174,99.1961,17260.12,CP_020,MCX,Settled,,False
TRD-KPQA-05026486,2026-06-15 15:54:35,T025,Rates,IN2Y,1034,99.7051,103095.07,CP_020,OTC,Settled,,False
TRD-BUYX-24504841,2026-06-16 04:54:14,T021,Equities,ICICIBANK,260,1101.6477,286428.4,CP_008,MSEI,Settled,off_hours,True
TRD-AKKT-83428015,2026-06-16 10:25:25,T015,Rates,IN2Y,1749,101.4075,177361.72,CP_009,NDS-OM,Settled,minor_deviation,True
TRD-TKDW-81741772,2026-06-16 10:46:29,T021,Rates,IN10Y,782,99.2277,77596.06,CP_012,NSE,Settled,,False
TRD-YJSV-63888606,2026-06-16 11:13:44,,Credit,RELIANCE_BOND,341,1017.3052,346901.07,CP_001,MCX,Settled,missing_field,True
TRD-NWQT-88520270,2026-06-16 11:50:19,T020,FX,USD/INR,1453,82.5486,119943.12,CP_019,MCX,Settled,,False
TRD-SYGA-25093185,2026-06-16 13:36:02,T025,Commodities,MCX_GOLD,463,74527.0597,34506028.64,CP_006,NDS-OM,Settled,,False
TRD-LFME-31003695,2026-06-16 15:43:38,T020,FX,GBP/INR,480,104.6049,50210.35,CP_002,NSE,Settled,,False
TRD-BBTE-23545084,2026-06-16 15:44:16,T015,Commodities,MCX_CRUDE,673,6734.3553,4532221.12,CP_010,BSE,Cancelled,,False
TRD-HZMH-06685473,2026-06-17 10:22:49,T018,Equities,TCS,201,4004.4409,804892.62,CP_014,OTC,Settled,,False
TRD-XORX-46174945,2026-06-17 12:51:12,T005,Equities,INFY,2045,1691.5346,3459188.26,CP_001,NSE,Settled,,False
TRD-WVHA-36638345,2026-06-17 15:03:12,T017,Commodities,MCX_COPPER,2725,693.6047,1890072.81,CP_012,OTC,Settled,,False
TRD-CYBG-76197106,2026-06-17 15:35:25,T018,FX,USD/INR,1645,83.0926,136687.33,CP_011,MCX,Settled,volume_spike,True
TRD-JRZY-54472910,2026-06-17 15:44:57,T012,Equities,ICICIBANK,503,1053.7835,530053.1,CP_015,MSEI,Settled,,False
TRD-OECH-65809021,2026-06-18 09:28:58,T026,Credit,HDFC_BOND,1971,993.0337,1957269.42,CP_019,MSEI,Settled,,False
TRD-SLSM-94299312,2026-06-18 10:32:43,T029,FX,GBP/INR,1034,106.4938,110114.59,CP_002,BSE,Settled,,False
TRD-UATI-49268541,2026-06-19 03:04:19,T023,Rates,IN10Y,439,99.4227,43646.57,CP_017,NDS-OM,Settled,off_hours,True
TRD-YFPJ-77079331,2026-06-19 10:23:42,T029,Rates,IN91D,619,99.916,61848.0,CP_006,NSE,Settled,,False
TRD-OCND-06694503,2026-06-19 16:26:30,T015,FX,EUR/INR,1458,90.3879,131785.56,CP_007,MCX,Settled,,False
TRD-SBGO-50773912,2026-06-20 10:25:24,T013,FX,USD/INR,111,83.1028,9224.41,CP_018,NDS-OM,Settled,,False
TRD-YBEK-35126004,2026-06-20 12:25:38,T002,Rates,IN10Y,1400,101.8058,142528.12,CP_001,BSE,Settled,,False
TRD-QNVD-70689513,2026-06-20 13:13:02,T030,FX,USD/INR,346,83.2594,28807.75,CP_002,NDS-OM,Settled,,False
TRD-GXYP-67255725,2026-06-20 13:37:24,T027,Credit,HDFC_BOND,2492,1008.3516,2512812.19,CP_012,NSE,Settled,,False
TRD-MZPV-93907228,2026-06-20 15:18:10,T002,Equities,INFY,1279,1401.9158,1793050.31,CP_018,NDS-OM,Pending,minor_deviation,True
TRD-GPJS-59748167,2026-06-20 15:23:02,T013,Rates,IN91D,626,99.3289,62179.89,CP_002,OTC,Settled,,False
TRD-DRJD-27087719,2026-06-20 16:02:11,T009,Credit,RELIANCE_BOND,3678,1021.3735,3756611.73,CP_013,BSE,Settled,volume_spike,True
TRD-ERYJ-56715105,2026-06-21 03:19:47,T015,FX,EUR/INR,1692,92.4691,156457.72,CP_011,MCX,Settled,off_hours,True
TRD-SLNC-10508034,2026-06-21 10:49:18,T008,Commodities,MCX_COPPER,2945,767.8581,2261342.1,CP_010,NSE,Settled,,False
TRD-CXKP-86322409,2026-06-21 11:26:53,,Commodities,MCX_CRUDE,929,5773.2918,5363388.08,CP_004,OTC,Settled,missing_field,True
TRD-KJTH-79277476,2026-06-21 11:37:27,T021,Credit,HDFC_BOND,1238,1001.5529,1239922.49,CP_016,NSE,Settled,,False
TRD-KPTI-41634834,2026-06-21 14:23:27,T005,FX,GBP/INR,1032,107.465,110903.88,CP_008,OTC,Settled,,False
TRD-NNUT-72389621,2026-06-21 14:41:06,T022,FX,USD/INR,1566,82.6095,129366.48,CP_006,MSEI,Settled,,False
TRD-YXNW-75391112,2026-06-21 15:43:53,T018,Rates,IN91D,1993,100.0037,199307.37,CP_011,NSE,Settled,,False
TRD-TCXR-77714032,2026-06-21 16:07:15,T008,Rates,MIBOR,1728,6.7403,11647.24,CP_003,MCX,Settled,,False
TRD-APGW-11476201,2026-06-21 16:13:55,T030,Commodities,MCX_SILVER,410,71887.2496,29473772.34,CP_011,MCX,Cancelled,,False
TRD-SGJL-58749603,2026-06-21 16:43:59,T029,Credit,HDFC_BOND,660,1006.4859,664280.69,CP_019,MSEI,Settled,,False
TRD-WIKT-55708819,2026-06-22 10:15:19,T004,Equities,INFY,590,1452.9161,857220.5,CP_006,MCX,Settled,,False
TRD-SIOM-42065628,2026-06-22 11:05:11,T014,Rates,IN10Y,2225,99.494,221374.15,CP_015,OTC,Settled,,False
TRD-AVXP-97720351,2026-06-22 11:14:29,T021,Credit,RELIANCE_BOND,4497,996.5505,4481487.6,CP_009,NDS-OM,Settled,,False
TRD-RHUU-25211095,2026-06-22 11:34:25,T017,Rates,IN10Y,621,101.962,63318.4,CP_005,MSEI,Cancelled,,False
TRD-ZVXG-13062757,2026-06-22 15:43:31,T014,Commodities,MCX_COPPER,1005,814.5498,818622.55,CP_015,NDS-OM,Settled,,False
TRD-LZIU-68642239,2026-06-23 03:13:58,T027,FX,EUR/INR,2433,90.7944,220902.78,CP_014,MSEI,Settled,off_hours,True
TRD-IKBA-57515915,2026-06-23 12:46:26,T016,Equities,RELIANCE,1761,2367.312,4168836.43,CP_018,BSE,Settled,,False
TRD-AJAD-36147466,2026-06-23 15:34:45,T008,Equities,TCS,1317,3408.6701,4489218.52,CP_017,OTC,Settled,,False
TRD-JAYS-20980510,2026-06-24 11:07:08,T023,Credit,HDFC_BOND,209,1017.9608,212753.81,CP_002,BSE,Settled,minor_deviation,True
TRD-RRSJ-61044073,2026-06-24 11:50:23,T017,Rates,IN2Y,342,100.5453,34386.49,CP_008,NSE,Cancelled,,False
TRD-FKUT-75658646,2026-06-24 12:23:27,T003,Credit,SBI_BOND,495,1003.5422,496753.39,CP_011,OTC,Settled,,False
TRD-WVIJ-37757810,2026-06-24 13:44:25,T009,Credit,RELIANCE_BOND,602,1014.3642,610647.25,CP_017,OTC,Settled,,False
TRD-NMLP-94435698,2026-06-24 14:01:40,T009,Commodities,MCX_COPPER,999,699.4981,698798.6,CP_015,NDS-OM,Settled,,False
TRD-KVTP-84251269,2026-06-24 15:11:23,T029,Rates,IN10Y,11351,100.4195,1139861.74,CP_013,MCX,Settled,volume_spike,True
TRD-JGKZ-66137299,2026-06-25 09:29:03,T006,Rates,IN10Y,1465,101.5836,148819.97,CP_019,NDS-OM,Settled,,False
TRD-QOJR-92458668,2026-06-25 11:03:28,T004,Commodities,MCX_COPPER,470,691.775,325134.25,CP_011,MSEI,Settled,,False
TRD-IDKN-36017279,2026-06-25 11:40:43,T014,Rates,IN10Y,460,100.5304,46243.98,CP_018,NDS-OM,Settled,,False
TRD-UBWQ-19353708,2026-06-25 12:33:43,T015,FX,EUR/INR,719,89.8088,64572.53,CP_001,NSE,Settled,,False
TRD-QDEW-49608175,2026-06-25 13:14:47,T003,FX,EUR/INR,325,89.1068,28959.71,CP_014,NSE,Settled,,False
TRD-WPJY-97728186,2026-06-25 14:14:08,T017,Commodities,MCX_COPPER,733,762.938,559233.55,CP_016,NSE,Settled,,False
TRD-HOPA-10360711,2026-06-25 15:24:05,T022,Credit,HDFC_BOND,908,993.3612,901971.97,CP_018,BSE,Settled,,False
TRD-FUEE-90602361,2026-06-26 13:29:43,T024,FX,USD/INR,372,84.1341,31297.89,CP_018,NDS-OM,Settled,,False
TRD-CGRK-73144133,2026-06-26 13:40:26,T013,Equities,ICICIBANK,79,1038.1525,82014.05,CP_015,NSE,Settled,,False
TRD-QKXV-84866190,2026-06-26 13:49:50,T028,Equities,RELIANCE,817,3030.5924,2475993.99,CP_014,MCX,Pending,,False
TRD-OAMG-36437931,2026-06-27 09:05:18,T008,Credit,HDFC_BOND,797,994.8489,792894.57,CP_013,MSEI,Settled,,False
TRD-ZTNA-04744348,2026-06-27 10:48:28,T006,FX,EUR/INR,4447,89.8357,399499.36,CP_006,BSE,Settled,volume_spike,True
TRD-LEQI-04716428,2026-06-27 10:50:18,T028,FX,USD/INR,5270,82.9365,437075.35,CP_018,MCX,Settled,volume_spike,True
TRD-GMAS-75686720,2026-06-27 11:56:53,T025,Commodities,MCX_CRUDE,1512,6438.2416,9734621.3,CP_018,MSEI,Settled,,False
TRD-HCKN-25037237,2026-06-27 13:53:44,T003,Equities,HDFCBANK,5512,1583.4363,8727900.89,CP_014,MSEI,Settled,,False
TRD-UYZH-47391104,2026-06-27 14:15:16,T013,Rates,IN2Y,324,100.5939,32592.42,CP_005,MSEI,Settled,,False
TRD-KBUM-32969147,2026-06-27 14:36:36,T005,Commodities,MCX_GOLD,1091,70564.1838,76985524.53,CP_019,BSE,Settled,,False
TRD-GMZU-78271290,2026-06-27 15:14:28,T019,FX,EUR/INR,831,89.2033,74127.94,CP_009,NSE,Settled,,False
TRD-YXYS-14600403,2026-06-27 15:26:29,T028,Credit,HDFC_BOND,187,998.1405,186652.27,CP_002,MSEI,Settled,,False
TRD-UIGY-28679774,2026-06-28 10:55:43,T013,Credit,SBI_BOND,660,999.4037,659606.44,CP_017,MCX,Settled,duplicate_id,True
TRD-UIGY-28679774,2026-06-28 10:57:10,T013,Credit,SBI_BOND,726,999.4037,725567.09,CP_017,MCX,Settled,duplicate_id,True
TRD-COKY-51513882,2026-06-28 11:10:46,T014,Rates,IN91D,950,99.8974,94902.53,CP_016,MSEI,Settled,,False
TRD-QLSA-06162713,2026-06-28 12:04:37,T023,Credit,HDFC_BOND,584,994.1256,580569.35,CP_008,NSE,Settled,,False
TRD-OUJC-65658628,2026-06-28 12:47:02,T013,Commodities,MCX_GOLD,2430,65639.7282,159504539.53,CP_015,BSE,Settled,,False
TRD-IAAF-62396719,2026-06-28 13:50:57,T024,Credit,RELIANCE_BOND,211,998.6191,210708.63,CP_001,OTC,Settled,,False
TRD-EWVG-79475089,2026-06-28 14:25:08,T025,Rates,IN91D,866,100.1495,86729.47,CP_012,OTC,Settled,,False
TRD-KYUF-05465055,2026-06-28 15:55:47,T002,Rates,IN10Y,535,102.1215,54635.0,CP_014,NSE,Settled,,False
TRD-XTQS-03378798,2026-06-29 10:52:42,T002,FX,USD/INR,1064,82.8273,88128.25,CP_001,NDS-OM,Settled,,False
TRD-JKDR-23778731,2026-06-29 12:17:34,T027,FX,EUR/INR,555,90.8967,50447.67,CP_002,BSE,Settled,,False
TRD-QFGG-53859530,2026-06-29 13:36:39,T002,Commodities,MCX_COPPER,1343,717.1283,963103.31,CP_020,MSEI,Settled,,False
TRD-APFV-70382711,2026-06-30 10:03:41,T018,FX,JPY/INR,1059,0.5285,559.68,CP_001,NSE,Pending,,False
TRD-SQWQ-46582661,2026-06-30 10:49:15,T022,Rates,IN10Y,812,101.329,82279.15,CP_012,BSE,Settled,,False
TRD-ERPM-11766394,2026-06-30 12:52:58,T015,Credit,SBI_BOND,993,1013.594,1006498.84,CP_012,MCX,Settled,,False
TRD-KFNT-50699017,2026-06-30 13:29:32,T020,Credit,RELIANCE_BOND,703,1006.5831,707627.92,CP_014,NSE,Settled,,False
TRD-DVJL-37479956,2026-06-30 14:41:05,T008,Rates,IN2Y,243,590.0496,143382.05,CP_012,BSE,Settled,price_outlier,True
TRD-ERBW-60994196,2026-06-30 15:59:04,T010,Commodities,MCX_SILVER,718,79739.3319,57252840.3,CP_006,OTC,Settled,,False
TRD-BPVK-49644565,2026-06-30 16:03:09,T023,Equities,HDFCBANK,1268,1514.9416,1920945.95,CP_009,NSE,Settled,,False
TRD-FKGW-93899955,2026-06-30 16:04:43,T008,Rates,IN91D,716,99.6925,71379.83,CP_009,MSEI,Settled,,False
TRD-ISOL-58286361,2026-06-30 16:36:56,T008,Commodities,MCX_COPPER,1880,783.2615,1472531.62,CP_016,MCX,Settled,volume_spike,True
TRD-LXMN-23449217,2026-06-30 23:17:23,T027,FX,GBP/INR,447,107.5081,48056.12,CP_015,OTC,Settled,off_hours,True
